tsne_1,tsne_2,client,smiles
-47.217327,10.546779,Client A,C#CC1CCC(=N)O1
-49.955128,6.117201,Client A,CC1C(=N)OC1C#N
-29.091745,17.163954,Client A,N=C1CC(=O)C(=O)CO1
-44.788387,12.029163,Client A,C#CC1CC(C)C(=O)O1
-21.146172,21.00205,Client A,O=CN1C=CC(=NO)C1
-63.945496,-3.642674,Client A,C#CC1(C#C)CC1C=O
-32.48664,20.397047,Client A,CC1C(=O)OC(=N)C1O
-24.531944,27.915956,Client A,CC1=CN(C=N)C(=O)C1
-26.149422,16.591639,Client A,O=C1CC=CC(=O)OC1
-40.682274,21.932335,Client A,CC(=O)C1OCCC1=O
-48.542664,19.476034,Client A,CC1CC(=O)C(C=O)O1
-33.05723,10.384087,Client A,COC1CC(=O)NC1=O
-51.309048,-1.8706187,Client A,N#CC1CC(C(N)=O)C1
-28.114012,6.6164117,Client A,NC(=O)C1=CCCC1=O
-56.21796,5.2868533,Client A,C#CCC1OC1CC#N
-34.577126,21.236639,Client A,CC1C(=O)C(=O)CC1O
-40.994514,-1.9313546,Client A,N#CC1(O)CC(=O)C1
-33.861317,3.9001305,Client A,N#CC1=CC2NC2C1=O
-38.67396,17.47984,Client A,CC1COC(=O)C(=O)O1
-52.45512,-18.18727,Client A,C#CC#CC1CN=CO1
-49.625175,9.632988,Client A,C#CC1C(=N)OC1C
-53.50548,-3.0920634,Client A,N#CC1CNCC1C#N
-42.51503,8.346032,Client A,C#CC1NC(=O)CC1C
-35.513935,20.504192,Client A,O=C1CCC(=O)C1O
-68.5574,-4.8985043,Client A,C#CC#CC1(C#C)CN1
-21.01584,14.698916,Client A,CC1=C(C)C=CCC=C1
-40.083088,26.945026,Client A,CC(=O)OC1CC(=O)C1
-54.070816,14.562725,Client A,CCC#CC1OC1C=O
-65.607925,-0.32570246,Client A,C#CC1(C(C)=O)OC1C
-47.32615,-3.4940135,Client A,CN1CC(=O)CC1C#N
-31.723515,19.845036,Client A,CC1CC(=O)OC1=N
-53.25268,5.9265966,Client A,N#CCC1CC(=N)O1
-42.76495,-7.052788,Client A,O=CC1=CNC(C=O)C1
-65.21237,-5.3410296,Client A,C#CC1(C(O)C=O)CC1
-29.536415,18.70055,Client A,N=C1CCNC(=O)O1
-43.51563,17.09955,Client A,CC#CC1OCCC1=O
-47.591057,4.9486966,Client A,N#CC1OC(=O)CC1N
-52.94864,-12.07507,Client A,CC1C(O)C=CC1C#N
-39.24222,-14.371852,Client A,CC1CC(C#N)=CC1O
-22.394768,23.866129,Client A,O=CN1CC(=O)CC1=O
-50.023075,6.105428,Client A,COC1C(=N)OC1C#N
-38.767727,21.577091,Client A,O=C(CO)C1OCC1=O
-40.689365,27.666296,Client A,CC(=O)C(=O)OC1CC1
-35.594723,3.171183,Client A,N#CC1=CC2NC1C2=O
-66.04231,5.6888647,Client A,CC1OC1C(=O)C#N
-50.986713,-6.5393276,Client A,N#CC(O)C1NC1C#N
-40.40693,-12.295049,Client A,C#CC1C=C(C#N)CN1
-30.02995,7.097314,Client A,C#CCC1=CCCC1=O
-39.30654,-14.547805,Client A,CC1CC=C(C#N)C1
-20.741253,12.596032,Client A,CC1=CC(=O)NC=CC1
-53.654198,-1.3725181,Client A,C#CC1OCCC1C#N
-23.645304,16.022945,Client A,CC1(C=O)C=CC(=O)C1
-52.854965,-9.478425,Client A,N#CC1CC=CC(O)C1
-50.677853,-13.362947,Client A,N#CCOC1C=CCO1
-55.959503,-12.556369,Client A,CC1(C#N)C=CC(O)C1
12.600894,-10.589283,Client A,c1cc2nc[nH]cc-2n1
-56.52926,-2.9839315,Client A,N#CC1C(C#N)C1CO
-59.18907,11.420883,Client A,O=CC#CCC1CCO1
-19.665928,8.078544,Client A,O=C1NC=CC=CCN1
-34.401573,18.147112,Client A,CC1=CC(O)C(=O)OC1
15.487909,-10.151748,Client B,N=COc1cccnc1
1.6600914,-4.563944,Client B,CNc1ncc(O)cn1
-5.506429,6.158285,Client B,CC(=O)c1ccc(C)[nH]1
-12.660391,3.6255322,Client B,Oc1nc2c(o1)C=CC2
-12.458551,-5.319963,Client B,O=Cc1cnn(C=O)n1
-11.104294,13.588965,Client B,Cc1nc(=O)cc[nH]1
11.913571,16.244184,Client B,N=c1oncnc1O
-2.4732175,-28.574251,Client B,C#Cc1noncc1=O
2.9900775,-18.050495,Client B,C#CCc1cnccn1
-6.8745728,-11.780047,Client B,Cc1c[nH]c(CC=O)n1
5.6229453,-31.33244,Client B,C#Cc1ncc(CO)o1
1.9420463,-2.3442504,Client B,Cc1cnc(O)nc1O
1.7392586,16.647793,Client B,O=Cc1cc(=O)cno1
-7.242137,9.337044,Client B,Nc1c(O)cn[nH]c1=O
-12.137744,1.2930481,Client B,Nc1nc(O)c(C=O)o1
-12.1808195,-6.5800242,Client B,O=Cn1cnc(=O)nc1
7.351299,20.19979,Client B,Cc1noc(=N)[nH]c1=O
0.91872734,22.067524,Client B,O=c1cncc(CO)o1
1.9348079,-13.974849,Client B,O=COc1cn[nH]c1
-9.283334,-14.616946,Client B,Nc1[nH]ccc1CC=O
7.689441,-4.507684,Client B,Oc1ccc(O)nn1
-13.728668,-9.399652,Client B,O=CCn1cc(O)cn1
-12.487105,26.500135,Client B,Nc1ccc([N+](=O)[O-])o1
-3.1639001,13.364441,Client B,O=c1cc(F)[nH]c(=O)[nH]1
5.936775,-0.78162944,Client B,OCc1cnc(O)nn1
-11.387196,26.74281,Client B,O=c1onc([N+](=O)[O-])o1
-0.10259306,-26.224907,Client B,C#Cc1onc(C)c1N
1.6425598,14.008267,Client B,O=c1oc(F)ccc1F
0.7503944,0.11287008,Client B,Cc1cnc(F)c(F)n1
-10.305566,11.718425,Client B,Nc1cc[nH]c(=O)c1N
0.6566239,11.13855,Client B,Cc1ccc(=O)oc1
-10.505638,-0.17582354,Client B,Nc1noc(N)c1C=O
-19.419333,-26.596968,Client B,CCc1ccc(C#N)[nH]1
-0.3666416,-29.154243,Client B,C#Cc1conc1C#N
10.565455,18.009241,Client B,Cc1c(F)cnoc1=N
11.388983,-25.893274,Client B,C#CC#Cc1ccoc1
14.86894,-12.611156,Client B,Cc1c[nH]cc1OC=N
-1.1243153,20.783537,Client B,Cc1coc(=O)oc1=N
1.021704,7.5387526,Client B,Cc1coc(=O)c(O)n1
-13.489763,12.771281,Client B,CNc1ccc[nH]c1=O
-5.7035,4.3642125,Client B,CC(=O)c1cn[nH]c1C
-4.595513,-20.648216,Client B,C#Cc1cc(O)c(O)[nH]1
12.201482,-18.33328,Client B,CN=C(N)c1cocn1
0.028428618,9.9077,Client B,Cc1coc(N=CN)c1
17.121792,-25.906742,Client B,Cc1ccoc1CC=O
3.417936,-26.481352,Client B,C#Cc1coc(=NC)o1
10.801532,-32.10039,Client B,CNc1occc1C#N
-3.2987998,-37.588512,Client B,N#CC(O)c1cnc[nH]1
-0.0026533771,-36.50396,Client B,C#CC(O)c1cc[nH]c1
8.215042,-25.988092,Client B,C#Cc1ccoc1C#C
10.04612,-18.311539,Client B,O=CNc1cocn1
9.938547,8.654796,Client B,Nc1ccc(=O)on1
10.561677,-1.6670246,Client B,N=c1nccnc(N)n1
-4.582578,27.936918,Client B,NC(=O)n1ccnn1
2.262124,3.0184004,Client B,Cc1cc(N)nc(C)n1
10.304923,-14.2313,Client B,O=CC#Cc1cc[nH]n1
-9.720961,1.1125245,Client B,CN=c1onc(C=O)o1
10.48515,-7.6749625,Client B,c1cocn1
-3.791617,3.948258,Client B,CC(=O)c1c[nH]nn1
-0.19865139,-22.43192,Client B,C#Cc1c[nH]c(NC)n1
-5.6546807,9.946185,Client B,O=c1cc(F)cn[nH]1
3.6609387,-35.790176,Client B,O=CCCc1cnoc1
-12.387715,-7.4668126,Client B,O=Cn1ccc(O)c1
9.924256,-24.225836,Client B,O=Cc1coccc1=O
-12.537094,-5.4382753,Client B,O=Cn1ncc(=O)cn1
0.09481135,14.632519,Client B,N=c1[nH]c(=O)cc(F)o1
-9.526188,6.686639,Client B,Cc1cnc(=O)[nH]n1
-8.769807,2.9403613,Client B,N#Cc1nc(=O)cno1
35.890156,6.9627566,Client B,c1ncc2ccoc2n1
17.215689,-27.473225,Client B,O=CCNc1ccco1
11.346936,7.651415,Client B,Nc1ccoc(=O)n1
13.754926,-5.5209856,Client B,Cc1ccnccc1=O
-2.927447,-31.044441,Client B,N#Cc1concc1=O
11.84963,3.1400747,Client B,Nc1cc(F)ccn1
-22.245928,-32.496815,Client B,COc1oncc1C#N
-3.0730462,-37.524685,Client B,C#CC(O)c1cnc[nH]1
-0.8610088,-17.33913,Client B,C#Cc1ncc[nH]1
-11.860336,13.176868,Client B,Cc1cc[nH]c(=O)c1F
6.239461,15.263686,Client B,Cc1cc(C(N)=O)no1
-0.91958326,-15.00293,Client B,N#CCOc1ncc[nH]1
-4.4359655,-16.454023,Client B,Oc1c[nH]c(O)c1O
-5.2058587,-2.0842738,Client B,Cn1cncc1NC=O
-11.4009495,9.165786,Client B,CCc1ccc(=O)[nH]c1
4.6187096,8.35957,Client B,Nc1cocc(O)c1=O
13.730989,-2.1815991,Client B,Nc1cccc(N)c1F
7.196399,5.9535127,Client B,Nc1oc(=O)ncc1F
-3.4674022,-24.637032,Client B,C#Cc1nn[nH]c1C
6.3294325,-24.816544,Client B,C#Cc1cccc(N)c1
-16.093987,-22.006762,Client B,N#Cc1ccnc(N)n1
6.2984266,-20.97624,Client B,C#CCCn1cccc1
5.1435604,-14.180728,Client B,CN(C=O)c1ncon1
-12.858523,13.073349,Client B,Cc1ccc[nH]c1=O
-6.4613733,-7.685826,Client B,Cc1cc(C=O)[nH]c1C
15.554532,-3.756658,Client B,Nc1cnccc1CO
1.2872945,-0.69468504,Client B,Cc1cnc(O)c(C)n1
4.909836,-21.508392,Client B,C#CCn1cnc(N)c1
-4.007559,11.590592,Client B,O=c1cc(F)c(F)c[nH]1
5.5732274,-6.3861914,Client B,CCc1cncnc1O
-12.972099,-18.74648,Client B,N#CCc1nccnn1
10.839712,-6.3606195,Client B,N=c1cccncn1
-2.9042313,-11.9167385,Client B,COc1nc[nH]c1C=O
-8.27816,13.928398,Client B,Cc1ccc(N)[nH]c1=O
38.21396,7.230061,Client B,c1cc2ncoc2o1
-0.50206643,-2.598041,Client B,CCc1cc(C)ncn1
-10.1747265,-9.2788,Client B,Cc1cn(C)nc1C=O
-13.497677,-12.62783,Client B,CCn1nccc1C#N
5.803483,-13.770121,Client B,O=CNc1ncon1
-0.8924914,-28.00929,Client B,C#Cc1nocc1CO
-4.216302,-11.901532,Client B,COc1c[nH]nc1C=O
-11.816033,-1.0959101,Client B,Nc1n[nH]c(C=O)n1
8.114694,3.510579,Client B,Nc1ncnc(N)c1F
8.435205,-2.7296734,Client B,N=c1cccc(O)cn1
-11.252168,-31.91796,Client B,N#Cc1cc(CO)on1
-15.368834,-15.9298115,Client B,N#CCn1ncoc1=O
10.885066,1.0518194,Client B,Cc1ccnc(C)c1F
-2.524292,-3.7864916,Client B,Cc1cnc(C=O)nn1
2.3891122,-19.500717,Client B,C#CCc1n[nH]c(N)n1
-17.910284,-28.383692,Client B,Cc1cc(N)c(C#N)[nH]1
-12.517314,16.327654,Client B,CN=c1[nH]ccc(=O)o1
12.733102,-23.022936,Client B,Cc1cocc1CO
-0.50462794,10.538132,Client B,CC#Cc1cc(C)co1
0.33598965,-29.037699,Client B,C#Cc1conc1O
-13.540893,-24.342216,Client B,N#CC#Cc1nn[nH]n1
6.140134,1.3112476,Client B,Fc1cnc(F)cn1
-24.154852,-29.964827,Client B,CNc1cc(C#N)c[nH]1
3.6958408,-5.509498,Client B,Cc1cnccnc1=N
-10.328444,12.45121,Client B,Cc1[nH]ccc(=O)c1N
5.3200607,10.8745575,Client B,Cc1cc(N)oc(=O)n1
-0.6274206,-33.25146,Client B,C#CC(N)c1ccon1
-3.7276921,6.896366,Client B,CC(=O)c1cc(N)n[nH]1
-16.553915,-27.260695,Client B,Cc1n[nH]c(C#N)c1C
-19.416553,-27.86719,Client B,Cc1c[nH]c(C#N)c1C
2.1631596,-36.035885,Client B,OCC#Cc1cnoc1
-14.102767,8.179242,Client B,CN(C=O)c1cc[nH]c1
-13.592874,-9.9738455,Client B,CCn1cc(C=O)cn1
17.694302,4.5596037,Client B,c1cn2ccoc2n1
2.1653183,1.8044007,Client B,Nc1nc(O)cc(O)n1
10.852174,17.998392,Client B,N=c1oncc(F)c1F
7.51107,13.914399,Client B,Cc1nonc(F)c1=O
3.874235,8.138298,Client B,Nc1cc(O)coc1=O
15.428551,-7.422824,Client B,CN(C)c1ccccn1
-11.923287,12.442732,Client B,Cc1c(O)cc[nH]c1=O
-18.453558,-3.9036915,Client B,Oc1ccc2n1C=CC2
19.635084,12.604903,Client B,O=C1C=Cc2occc21
3.8226056,5.9595084,Client B,NC=Nc1nc(O)co1
-1.0216583,-27.51807,Client B,C#Cc1nocc1C
9.09004,17.893736,Client B,Cc1cc(F)c(=N)on1
-4.6603065,15.167701,Client B,Cc1nc(F)cc(=O)[nH]1
11.773072,16.366194,Client B,N=c1oncnc1F
7.8780828,-8.274281,Client B,ON=c1ccnncc1
-6.3356676,-0.72761184,Client B,Cc1cc(NC=O)[nH]n1
3.6088638,0.68194765,Client B,Nc1cncc(O)n1
-14.002102,20.60586,Client B,c1cnc2c(n1)CCO2
-14.237603,-4.118137,Client B,Nc1cc(O)nn1C=O
0.9170782,6.921577,Client B,Cc1coc(=O)c(C)n1
-19.619417,-20.773655,Client B,Cn1c(N)ccc1C#N
-1.7457595,-5.86569,Client B,O=Cc1cnncn1
-0.75935626,-11.349601,Client B,O=c1cc(O)nc[nH]1
11.888966,9.771077,Client B,Nc1cc(=O)ocn1
-2.6237934,3.1604111,Client B,CC(=O)c1nonc1O
-4.840315,-10.832422,Client B,Cc1n[nH]cc1C=O
4.8068285,-13.682047,Client B,O=COc1ncon1
9.751995,-9.238951,Client B,CC#CCn1cnnc1
8.840443,-17.66655,Client B,O=CCOc1cocn1
10.425681,-14.061552,Client B,OCC#Cc1cc[nH]n1
15.048828,-0.89638704,Client B,CCc1ccccc1O
-21.884968,-27.289034,Client B,N#Cc1c(O)c[nH]c1O
-7.5146747,-13.261811,Client B,O=CCc1cc(O)[nH]n1
1.3708493,8.143831,Client B,O=c1occ(F)nc1O
-9.859729,21.682865,Client B,CC(=O)c1ccn(C)c1
-9.212727,-2.473227,Client B,Nc1cc(C=O)c[nH]1
-2.7846398,0.11094683,Client B,NC(=O)c1cnc(N)o1
-15.472083,-34.876854,Client B,CC#CCc1c[nH]cn1
-1.5872258,-16.209835,Client B,N#CC(N)c1ncc[nH]1
3.2938268,23.058228,Client B,N#Cc1ncc(=O)on1
7.506906,-9.013089,Client B,ON=c1cc[nH]c(O)c1
-11.266092,6.0873637,Client B,Cc1n[nH]c(=O)n1C=O
-13.255736,9.774548,Client B,O=c1[nH]cc[nH]1
10.310894,-0.59170383,Client B,Nc1nccc(F)n1
-4.6894035,15.275581,Client B,Cc1cc(F)nc(=O)[nH]1
7.387605,4.4778595,Client B,Nc1ncc(=O)[nH]c1F
-15.3369875,5.814625,Client B,O=C(CO)c1cn[nH]n1
-5.697292,-31.798065,Client B,N#Cc1noccc1=N
-3.1895945,-0.49019808,Client B,Nc1ncc(NC=O)o1
-20.242508,-29.50732,Client B,N#CCc1[nH]ccc1O
11.417212,-25.655994,Client B,CC#Cc1ccoc1
2.628104,11.431613,Client B,Cc1ccc(F)c(C)c1
-6.070745,-32.753426,Client B,N#CCOc1ccon1
-0.31208792,-2.5227656,Client B,Cc1cc(C)ncn1
-10.685973,-0.20880048,Client B,Nc1nc(C=O)no1
1.8043735,-10.845626,Client B,O=CCOc1cnc[nH]1
3.947334,14.142381,Client B,O=c1onncc1F
-2.3174622,14.419551,Client B,Nc1cc(=O)nc(F)[nH]1
9.432659,-16.03813,Client B,O=CC#Cc1cocn1
-9.760391,21.633247,Client B,Cn1ccc(=O)c(O)c1
-11.035885,-27.751974,Client B,Cc1ncoc1C#N
10.539665,-6.896306,Client B,c1cncnc1
-45.45344,7.509674,Client B,C#CC1Cc2cccn21
-6.338182,-22.485878,Client B,C#Cc1cc(=O)cn[nH]1
18.864624,-8.253644,Client B,c1ccn2nccc2c1
-2.355655,1.0161781,Client B,CC(=O)c1ncc(N)o1
8.78428,-17.704832,Client B,O=COCc1cocn1
-10.205576,10.963125,Client B,NC(=O)c1[nH]ccc1N
15.31998,-7.9312983,Client B,C#Cc1ccccn1
-12.453084,2.2140787,Client B,Nc1oc(O)nc1O
9.0167,16.981354,Client B,N=c1onc(F)oc1=N
5.693878,-31.320877,Client B,C#Cc1ncc(NC)o1
-9.694597,-2.5262828,Client B,Nc1ccc(C=O)[nH]1
13.55752,-28.349625,Client B,C#CC#Cc1ccco1
-17.34971,-28.320389,Client B,Cc1nc(N)c(C#N)[nH]1
-3.4874706,8.83238,Client B,Nc1cc(F)c(=O)[nH]n1
18.015675,-16.62372,Client B,N#Cc1cncc(=N)o1
-3.73764,11.11275,Client B,O=c1[nH]cc(O)cc1F
2.3678927,-1.0426556,Client B,Cc1nc(N)ncc1O
4.0668635,-8.022676,Client B,COc1cnco1
-1.9194307,-8.015869,Client B,Cc1cnc(CC=O)o1
2.6035936,-18.830473,Client B,C#CCc1ncn[nH]1
-16.180176,10.308138,Client B,O=C1CCc2nc[nH]c21
-14.906307,0.55422837,Client B,O=Cc1[nH]c(=O)oc1O
7.6608787,1.7932125,Client B,COc1ncc(N)cn1
-7.363363,-2.4875095,Client B,Nc1nc(NC=O)c[nH]1
-0.189333,-19.507801,Client B,C#Cc1[nH]ccc1C=O
-12.720177,-4.2534647,Client B,Cc1nn(C=O)nc1O
7.2784367,0.29406857,Client B,COc1ccc(F)cn1
9.793574,27.549767,Client B,C1=Cc2ocnc2OC1
0.5644985,-6.999531,Client B,Oc1ncnnn1
-14.237915,-24.606016,Client B,N#Cc1n[nH]nc1C#N
16.573997,6.9712996,Client B,O=CC(O)c1ncco1
-4.4977927,-20.639046,Client B,C#Cc1[nH]c(O)cc1O
-8.240585,13.789967,Client B,Nc1ccc(N)c(=O)[nH]1
-5.530837,-25.619713,Client B,C#Cc1c(C)nnn1C
-14.305426,-5.936322,Client B,CN=c1ocnn1C=O
-6.995912,-37.983635,Client B,N#CCNc1c[nH]nn1
-9.856235,-19.518137,Client B,CC#Cc1[nH]ccc1N
13.985572,-5.5746956,Client B,CC(C)c1ccncc1
12.018116,-23.421415,Client B,OCc1ccoc1
-16.081491,1.3394686,Client B,Cc1[nH]c(=O)oc1CO
-10.4787855,-5.336319,Client B,Nc1ccn(C=O)n1
2.110288,6.923435,Client B,Cc1nc(O)coc1=O
1.2607049,-0.37532094,Client B,Cc1cnc(N)c(C)n1
19.65539,-12.205836,Client B,N#Cc1ccncc1N
10.53158,-26.351686,Client B,C#CC(C)c1ccoc1
3.8266976,0.8751296,Client B,Oc1cncc(F)n1
12.451694,3.2528195,Client B,Nc1cc(CO)ccn1
-13.721532,-28.652555,Client B,Cc1onc(O)c1C#N
14.713216,-11.595466,Client B,N=COc1c[nH]cn1
16.693663,-26.90436,Client B,O=CCc1ccco1
17.560873,13.475148,Client B,O=c1[nH]c2occc2o1
-3.576479,-11.8981,Client B,COc1n[nH]nc1C=O
16.316816,-27.009645,Client B,CCc1ccco1
-2.0151606,-22.739258,Client B,C#Cc1c[nH]c(C)c1O
14.220151,11.472021,Client B,N=c1cnc(=O)cco1
-8.61313,-19.746906,Client B,CC#Cc1cc(N)[nH]n1
-18.44517,-32.416134,Client B,N#CCc1c[nH]cc1N
5.3492146,-0.16963054,Client B,Oc1ncc(F)cn1
3.3064125,17.311867,Client B,O=C1C=Cc2cnoc21
-13.555455,-28.348158,Client B,Cc1onc(C#N)c1N
12.101934,-7.2633095,Client B,c1cnc2cncn2c1
12.883307,10.322235,Client B,N=c1ncoc(=O)cn1
15.590705,7.0276647,Client B,O=c1cncco1
5.1176944,2.2496498,Client B,Fc1cc(F)cc(F)c1
-5.692722,-27.163649,Client B,C#Cc1cnn(C)n1
-4.5199113,-8.0808115,Client B,Cc1cc(C=O)c(N)o1
-16.77447,-19.293594,Client B,CCn1cc(C#N)nn1
13.697771,10.200416,Client B,N=c1cnc(=N)ocn1
13.198816,-30.905523,Client B,N#CC(=O)c1ccco1
-0.20309895,21.702532,Client B,O=c1occ(CO)o1
-0.30717707,6.0574255,Client B,Cc1coc(C=O)n1
-13.589692,-0.5555987,Client B,Nc1[nH]c(O)nc1C=O
-13.360555,-22.54991,Client B,N#Cc1cc(C#N)[nH]n1
10.253689,-3.9485612,Client B,NCc1nccc(O)n1
3.7720842,-4.8065033,Client B,Cc1cncc(C)c1C
-8.851899,2.8386352,Client B,O=Cc1nc(=O)cno1
13.519222,11.123571,Client B,N=c1cnc(=O)nco1
5.513276,3.9775686,Client B,CN=c1cnocc1F
-18.610678,-22.588295,Client B,Cc1cnn(C)c1C#N
-5.5556507,7.026465,Client B,CC(=O)c1coc(=O)[nH]1
16.850885,-0.9005313,Client B,COCc1ccccc1
12.885275,-31.09135,Client B,N#Cc1cccoc1=O
-2.5859342,-20.838518,Client B,C#Cc1nc(O)c(N)[nH]1
-19.123768,-24.70112,Client B,Cc1cccc(C#N)c1
-7.5101733,-12.352368,Client B,O=CCc1n[nH]c(=O)[nH]1
3.7623653,-3.7486615,Client B,Cc1cncc(N)c1O
10.413222,0.94400775,Client B,Cc1nccnc1F
2.032379,1.9559337,Client B,Cc1cc(O)nc(N)n1
-18.467892,-32.39049,Client B,Cc1c[nH]cc1CC#N
-9.929531,-9.222109,Client B,Cn1cc(C=O)c(N)n1
17.89289,-5.3617487,Client B,Nc1ccncc(=O)c1
10.251336,-18.588701,Client B,N=CNc1cocn1
-22.668484,-31.672958,Client B,COc1c[nH]cc1C#N
19.944046,-8.142783,Client B,c1cc2cnnn2cn1
17.029379,13.245902,Client B,N=c1[nH]c(=O)cco1
-14.954397,-35.269897,Client B,C#CCCc1c[nH]cn1
-12.258197,-16.58909,Client B,Cc1coc(CC#N)n1
4.146187,-27.868422,Client B,C#Cc1cc(C=O)no1
-5.0490904,13.047831,Client B,Cc1[nH]c(=O)ccc1F
-9.805592,-28.045523,Client B,C#CCc1ocnc1C
-5.680385,5.554205,Client B,CC(=O)c1ccn[nH]1
-2.884192,-3.670587,Client B,O=Cc1ncc(=O)[nH]n1
0.6291308,-36.0263,Client B,C#CC(O)c1cnoc1
15.017505,-13.18516,Client B,N=COc1cc[nH]c1O
6.860748,-6.3196654,Client B,O=c1cncncn1
9.329524,-25.14886,Client B,C#Cc1coccc1=O
-11.455575,-10.948422,Client B,Cc1ccc(C=O)n1C
-1.5503201,21.645187,Client B,CC(O)c1coc(=O)o1
-5.8856525,-8.711521,Client B,Cc1cc(C=O)c(O)[nH]1
1.7368648,-9.967144,Client B,O=CC(=O)c1cnc[nH]1
-13.612134,11.436249,Client B,CNc1cc[nH]c(=O)c1
-1.8219036,-18.91594,Client B,C#Cc1nc[nH]c1C#C
-6.5852685,0.7703729,Client B,NC(=O)Nc1ccn[nH]1
4.8816023,-6.032122,Client B,Cc1cncnc1CO
-8.332935,8.093028,Client B,Cn1c(=O)cn[nH]c1=O
62.01082,1.1267976,Client B,C1=Cc2[nH]ccc2C1
15.120772,-10.770431,Client B,N=COc1ccccn1
15.1382885,1.6729342,Client B,CCc1ccnc(O)c1
-13.259999,10.109034,Client B,N=c1[nH]cc[nH]c1=O
5.2742534,10.972962,Client B,Cc1cc(N)oc(=O)c1
-4.3456407,28.775288,Client B,NC(=O)n1cc(N)cn1
1.5168225,-28.622883,Client B,C#Cc1ocnc1O
9.268521,0.9473259,Client B,Fc1nccnn1
-1.96812,18.030828,Client B,Cc1coc(=O)c(=N)[nH]1
2.9928648,6.1625805,Client B,O=COc1nc(O)co1
-15.441539,-34.86576,Client B,N#CCc1c[nH]cn1
-13.266635,-12.184181,Client B,CCn1nccc1C=O
7.3805065,3.2076535,Client B,Nc1cnc(N)c(F)c1
1.9214355,22.367067,Client B,O=c1cnc(CO)co1
-0.005607697,-7.266857,Client B,O=CCc1ncnnn1
0.6485259,11.085359,Client B,Cc1coc(=O)c(F)c1
-2.8396425,3.2624633,Client B,CC(=O)c1cnon1
16.687492,-22.031258,Client B,OCCc1occc1O
12.559154,-3.2440512,Client B,Nc1ccc(O)c(O)c1
10.74408,-21.87912,Client B,N=CNc1ccoc1
-0.96857786,-21.711939,Client B,C#Cc1nc(CC)c[nH]1
5.2023406,16.520191,Client B,Cc1oncc1C(N)=O
3.7381983,-2.285461,Client B,Cc1ncc(O)cc1N
2.0731075,-14.2270155,Client B,C#CCOc1cn[nH]c1
-4.678211,27.492786,Client B,Cc1nccn1C(N)=O
7.9902344,19.586788,Client B,Cc1noc(O)cc1=N
-8.968916,-5.3756385,Client B,CC(=O)Cn1cccn1
11.239991,-31.949915,Client B,N#Cc1ccoc1CN
-12.513098,16.33179,Client B,CN=c1cc[nH]c(=O)o1
8.452151,-4.4881063,Client B,COc1cccc(O)n1
2.6061354,11.419379,Client B,Cc1ccc(C)c(F)c1
-1.0795757,-21.93993,Client B,C#Cc1nc(C)c[nH]1
-7.966876,-15.112612,Client B,Nc1nocc1CC=O
10.50526,2.580395,Client B,Nc1c(F)ccnc1F
16.195005,-4.7135396,Client B,CCc1ccncc1F
0.13425295,-34.166306,Client B,C#CC(O)c1cocn1
7.354604,-25.752068,Client B,C#Cc1ccoc(=O)c1
-9.19499,-10.164229,Client B,Cn1ncc(C=O)c1O
-17.22181,21.920633,Client B,O=C1Cn2nccc2O1
2.0534117,15.945073,Client B,O=c1cnoc(F)c1
7.9999466,-1.7425305,Client B,Nc1ccc(O)cn1
4.1469097,-27.611704,Client B,C#Cc1ccc(C=O)o1
4.3046875,2.9785416,Client B,Nc1cc(F)nc(F)n1
-5.8141174,15.793004,Client B,Cc1nc(N)nc(=O)[nH]1
13.990143,-2.42119,Client B,Nc1ccccc1N
-7.999363,20.237934,Client B,Cn1cnc(=O)cc1O
-12.876083,-21.45016,Client B,N#Cc1cc(=O)[nH]cn1
-4.696226,-5.1626925,Client B,CNc1ncc(C=O)[nH]1
-5.797688,-37.93066,Client B,N#CC(O)c1c[nH]nn1
-7.4869,-18.724598,Client B,CC#Cc1cn[nH]c1C
3.4597793,-35.790432,Client B,C#CCCc1cnoc1
-19.451641,-27.86766,Client B,Cc1cc[nH]c1C#N
12.399136,12.731199,Client B,O=C1NCc2ncoc21
6.2315674,-2.8265846,Client B,COc1cncnc1F
0.8123172,-23.98709,Client B,C#Cc1nc(C)co1
-7.764473,5.935595,Client B,CCc1ccn[nH]c1=O
-18.256302,-21.087269,Client B,Cn1nc(C#N)cc1N
-10.152471,-23.268518,Client B,CC(C#N)c1ncn[nH]1
-7.457958,-18.674923,Client B,CC#Cc1c[nH]nc1C
7.3810744,9.072748,Client B,Nc1cc(=O)c(O)no1
-17.491903,-23.796644,Client B,Cc1ccc(C#N)nc1
-7.7860456,-14.987087,Client B,O=CCc1conc1O
-0.47054046,-14.385985,Client B,O=COc1ncc[nH]1
2.8600998,22.85202,Client B,O=c1cnc(CO)no1
4.090092,-0.34069976,Client B,Nc1cnc(O)c(F)n1
15.881428,1.0947486,Client B,CCc1cccc(O)c1
11.468281,18.312016,Client B,N=c1cnoc(F)c1F
14.847368,-2.9076924,Client B,Nc1ccccc1CO
-11.26952,-27.365698,Client B,Cc1ocnc1C#N
-12.877211,-25.941507,Client B,N#Cc1nonc1C=O
2.9426196,7.1041675,Client B,Nc1nc(O)coc1=O
-11.247494,-31.905636,Client B,N#Cc1oncc1CO
-8.735009,18.14511,Client B,Cn1ccc(=O)cc1N
1.2219132,17.386723,Client B,CCc1cc(C=O)on1
